11;metapod;7;99;72;shed-skin;string-shot|harden|iron-defense|bug-bite|electroweb;bug
12;butterfree;11;320;198;compound-eyes|tinted-lens;razor-wind|gust|whirlwind|headbutt|tackle|take-down|double-edge|supersonic|psybeam|hyper-beam|mega-drain|solar-beam|poison-powder|stun-spore|sleep-powder|string-shot|toxic|confusion|psychic|rage|teleport|mimic|double-team|harden|reflect|bide|swift|dream-eater|flash|psywave|rest|substitute|thief|nightmare|snore|curse|protect|giga-drain|endure|swagger|attract|sleep-talk|return|frustration|safeguard|baton-pass|sweet-scent|hidden-power|twister|rain-dance|sunny-day|psych-up|shadow-ball|facade|skill-swap|secret-power|air-cutter|silver-wind|signal-beam|aerial-ace|iron-defense|roost|natural-gift|tailwind|u-turn|air-slash|bug-buzz|energy-ball|giga-impact|defog|captivate|bug-bite|ominous-wind|venoshock|rage-powder|quiver-dance|round|acrobatics|struggle-bug|electroweb|hurricane|draining-kiss|confide|infestation|pollen-puff|dual-wingbeat;bug|flying
13;weedle;3;32;39;shield-dust|run-away;poison-sting|string-shot|bug-bite|electroweb;bug|poison
14;kakuna;6;100;72;shed-skin;string-shot|harden|iron-defense|bug-bite|electroweb;bug|poison
15;beedrill;10;295;178;swarm|sniper;swords-dance|cut|headbutt|fury-attack|take-down|double-edge|poison-sting|twineedle|pin-missile|hyper-beam|peck|mega-drain|solar-beam|string-shot|toxic|agility|rage|mimic|double-team|harden|reflect|focus-energy|bide|swift|skull-bash|flash|rest|substitute|thief|snore|curse|protect|sludge-bomb|outrage|giga-drain|endure|false-swipe|swagger|fury-cutter|attract|sleep-talk|return|frustration|pursuit|sweet-scent|hidden-power|sunny-day|rock-smash|facade|brick-break|knock-off|endeavor|secret-power|air-cutter|silver-wind|aerial-ace|roost|natural-gift|tailwind|u-turn|payback|assurance|toxic-spikes|poison-jab|x-scissor|giga-impact|defog|captivate|bug-bite|ominous-wind|venoshock|round|acrobatics|struggle-bug|electroweb|drill-run|fell-stinger|confide|infestation|laser-focus|throat-chop|brutal-swing;bug|poison
16;pidgey;3;18;50;keen-eye|tangled-feet|big-pecks;razor-wind|gust|wing-attack|whirlwind|fly|sand-attack|headbutt|tackle|take-down|double-edge|toxic|agility|quick-attack|rage|mimic|double-team|reflect|bide|mirror-move|swift|sky-attack|rest|substitute|thief|snore|curse|protect|feint-attack|mud-slap|foresight|detect|endure|swagger|steel-wing|attract|sleep-talk|return|frustration|pursuit|hidden-power|twister|rain-dance|sunny-day|uproar|heat-wave|facade|secret-power|feather-dance|air-cutter|aerial-ace|roost|natural-gift|pluck|tailwind|u-turn|air-slash|brave-bird|defog|captivate|ominous-wind|round|work-up|hurricane|confide;normal|flying
17;pidgeotto;11;300;122;keen-eye|tangled-feet|big-pecks;razor-wind|gust|wing-attack|whirlwind|fly|sand-attack|headbutt|tackle|take-down|double-edge|toxic|agility|quick-attack|rage|mimic|double-team|reflect|bide|mirror-move|swift|sky-attack|rest|substitute|thief|snore|curse|protect|mud-slap|detect|endure|swagger|steel-wing|attract|sleep-talk|return|frustration|hidden-power|twister|rain-dance|sunny-day|uproar|heat-wave|facade|secret-power|feather-dance|air-cutter|aerial-ace|roost|natural-gift|pluck|tailwind|u-turn|air-slash|defog|captivate|ominous-wind|round|work-up|hurricane|confide;normal|flying
18;pidgeot;15;395;216;keen-eye|tangled-feet|big-pecks;razor-wind|gust|wing-attack|whirlwind|fly|sand-attack|headbutt|tackle|take-down|double-edge|hyper-beam|toxic|agility|quick-attack|rage|mimic|double-team|reflect|bide|mirror-move|swift|sky-attack|rest|substitute|thief|snore|curse|protect|mud-slap|detect|endure|swagger|steel-wing|attract|sleep-talk|return|frustration|hidden-power|twister|rain-dance|sunny-day|uproar|heat-wave|facade|secret-power|feather-dance|air-cutter|aerial-ace|roost|natural-gift|pluck|tailwind|u-turn|air-slash|giga-impact|defog|captivate|ominous-wind|round|work-up|hurricane|confide|laser-focus;normal|flying
19;rattata;3;35;51;run-away|guts|hustle;cut|headbutt|tackle|body-slam|take-down|double-edge|tail-whip|bite|water-gun|ice-beam|blizzard|bubble-beam|counter|thunderbolt|thunder-wave|thunder|dig|toxic|quick-attack|rage|mimic|screech|double-team|defense-curl|focus-energy|bide|swift|skull-bash|fury-swipes|rest|hyper-fang|super-fang|substitute|thief|flame-wheel|snore|curse|reversal|protect|sludge-bomb|mud-slap|icy-wind|endure|swagger|attract|sleep-talk|return|frustration|pursuit|iron-tail|hidden-power|rain-dance|sunny-day|crunch|shadow-ball|rock-smash|uproar|facade|taunt|revenge|endeavor|secret-power|covet|shock-wave|natural-gift|pluck|u-turn|assurance|me-first|last-resort|sucker-punch|zen-headbutt|captivate|grass-knot|charge-beam|round|retaliate|final-gambit|work-up|wild-charge|confide|laser-focus;normal
20;raticate;7;185;145;run-away|guts|hustle;swords-dance|cut|headbutt|tackle|body-slam|take-down|double-edge|tail-whip|bite|roar|water-gun|ice-beam|blizzard|bubble-beam|hyper-beam|counter|strength|thunderbolt|thunder-wave|thunder|dig|toxic|quick-attack|rage|mimic|double-team|defense-curl|focus-energy|bide|swift|skull-bash|fury-swipes|rest|hyper-fang|super-fang|substitute|thief|snore|curse|protect|scary-face|sludge-bomb|mud-slap|icy-wind|endure|swagger|attract|sleep-talk|return|frustration|pursuit|iron-tail|hidden-power|rain-dance|sunny-day|crunch|shadow-ball|rock-smash|uproar|facade|taunt|endeavor|secret-power|covet|shock-wave|natural-gift|pluck|u-turn|assurance|last-resort|sucker-punch|giga-impact|zen-headbutt|captivate|grass-knot|charge-beam|round|retaliate|work-up|wild-charge|confide|laser-focus|throat-chop|stomping-tantrum;normal
21;spearow;3;20;52;keen-eye|sniper;razor-wind|wing-attack|whirlwind|fly|headbutt|fury-attack|take-down|double-edge|leer|growl|peck|drill-peck|toxic|agility|quick-attack|rage|mimic|double-team|focus-energy|bide|mirror-move|swift|sky-attack|rest|tri-attack|substitute|thief|snore|curse|protect|scary-face|feint-attack|mud-slap|detect|endure|false-swipe|swagger|steel-wing|attract|sleep-talk|return|frustration|pursuit|hidden-power|twister|rain-dance|sunny-day|uproar|heat-wave|facade|secret-power|feather-dance|astonish|air-cutter|aerial-ace|roost|natural-gift|pluck|tailwind|u-turn|assurance|defog|captivate|ominous-wind|round|echoed-voice|work-up|drill-run|confide;normal|flying
22;fearow;12;380;155;keen-eye|sniper;razor-wind|wing-attack|whirlwind|fly|headbutt|fury-attack|take-down|double-edge|leer|growl|hyper-beam|peck|drill-peck|toxic|agility|quick-attack|rage|mimic|double-team|focus-energy|bide|mirror-move|swift|sky-attack|rest|tri-attack|substitute|thief|snore|curse|protect|mud-slap|detect|endure|false-swipe|swagger|steel-wing|attract|sleep-talk|return|frustration|pursuit|hidden-power|twister|rain-dance|sunny-day|uproar|heat-wave|facade|secret-power|air-cutter|aerial-ace|roost|natural-gift|pluck|tailwind|u-turn|assurance|giga-impact|defog|captivate|ominous-wind|round|echoed-voice|work-up|drill-run|confide|laser-focus|throat-chop;normal|flying
23;ekans;20;69;58;intimidate|shed-skin|unnerve;bind|slam|headbutt|body-slam|wrap|take-down|double-edge|poison-sting|leer|bite|disable|acid|strength|mega-drain|earthquake|fissure|dig|toxic|rage|mimic|screech|double-team|haze|bide|skull-bash|glare|leech-life|rest|rock-slide|substitute|thief|snore|curse|spite|protect|scary-face|sludge-bomb|mud-slap|giga-drain|endure|swagger|attract|sleep-talk|return|frustration|pursuit|iron-tail|hidden-power|rain-dance|sunny-day|crunch|beat-up|stockpile|spit-up|swallow|torment|facade|knock-off|snatch|secret-power|poison-fang|rock-tomb|mud-shot|poison-tail|natural-gift|payback|gastro-acid|sucker-punch|toxic-spikes|poison-jab|dark-pulse|aqua-tail|seed-bomb|switcheroo|fire-fang|mud-bomb|gunk-shot|captivate|venoshock|sludge-wave|coil|acid-spray|round|bulldoze|snarl|belch|confide|infestation|brutal-swing|psychic-fangs|scale-shot|lash-out|tera-blast|trailblaze;poison
24;arbok;35;650;157;intimidate|shed-skin|unnerve;bind|slam|headbutt|body-slam|wrap|take-down|double-edge|poison-sting|leer|bite|acid|hyper-beam|strength|mega-drain|earthquake|fissure|dig|toxic|rage|mimic|screech|double-team|haze|bide|skull-bash|glare|leech-life|rest|rock-slide|substitute|thief|snore|curse|spite|protect|scary-face|sludge-bomb|mud-slap|giga-drain|endure|swagger|attract|sleep-talk|return|frustration|iron-tail|hidden-power|rain-dance|sunny-day|crunch|stockpile|spit-up|swallow|torment|facade|knock-off|snatch|secret-power|poison-fang|rock-tomb|mud-shot|poison-tail|natural-gift|payback|gastro-acid|sucker-punch|toxic-spikes|poison-jab|dark-pulse|aqua-tail|seed-bomb|switcheroo|giga-impact|thunder-fang|ice-fang|fire-fang|mud-bomb|gunk-shot|captivate|venoshock|sludge-wave|coil|acid-spray|round|bulldoze|dragon-tail|snarl|belch|confide|infestation|throat-chop|brutal-swing|psychic-fangs|stomping-tantrum|scale-shot|lash-out|tera-blast|trailblaze;poison
25;pikachu;4;60;112;static|lightning-rod;mega-punch|pay-day|thunder-punch|slam|double-kick|mega-kick|headbutt|body-slam|take-down|double-edge|tail-whip|growl|surf|submission|counter|seismic-toss|strength|thunder-shock|thunderbolt|thunder-wave|thunder|dig|toxic|agility|quick-attack|rage|mimic|double-team|defense-curl|light-screen|reflect|bide|swift|skull-bash|flash|rest|substitute|thief|snore|curse|reversal|protect|sweet-kiss|mud-slap|zap-cannon|detect|endure|charm|rollout|swagger|spark|attract|sleep-talk|return|frustration|dynamic-punch|encore|iron-tail|hidden-power|rain-dance|rock-smash|uproar|facade|focus-punch|charge|helping-hand|brick-break|knock-off|secret-power|fake-tears|signal-beam|covet|volt-tackle|calm-mind|shock-wave|natural-gift|feint|fling|magnet-rise|nasty-plot|discharge|captivate|grass-knot|charge-beam|electro-ball|round|echoed-voice|volt-switch|electroweb|wild-charge|disarming-voice|draining-kiss|play-rough|play-nice|confide|eerie-impulse|electric-terrain|nuzzle|laser-focus|rising-voltage|tera-blast|trailblaze;electric
26;raichu;8;300;243;static|lightning-rod;mega-punch|pay-day|thunder-punch|slam|mega-kick|headbutt|body-slam|take-down|double-edge|tail-whip|growl|surf|hyper-beam|submission|counter|seismic-toss|strength|thunder-shock|thunderbolt|thunder-wave|thunder|dig|toxic|agility|quick-attack|rage|mimic|double-team|defense-curl|light-screen|reflect|bide|swift|skull-bash|flash|rest|substitute|thief|snore|curse|reversal|protect|sweet-kiss|mud-slap|zap-cannon|detect|endure|charm|rollout|swagger|spark|attract|sleep-talk|return|frustration|safeguard|dynamic-punch|encore|iron-tail|hidden-power|rain-dance|rock-smash|fake-out|uproar|facade|focus-punch|charge|helping-hand|brick-break|knock-off|secret-power|signal-beam|covet|calm-mind|shock-wave|natural-gift|feint|fling|magnet-rise|focus-blast|giga-impact|nasty-plot|discharge|captivate|grass-knot|charge-beam|electro-ball|round|echoed-voice|volt-switch|electroweb|wild-charge|disarming-voice|draining-kiss|play-rough|play-nice|confide|eerie-impulse|electric-terrain|nuzzle|laser-focus|speed-swap|brutal-swing|rising-voltage|tera-blast|trailblaze;electric
27;sandshrew;6;120;60;sand-veil|sand-rush;scratch|swords-dance|cut|sand-attack|headbutt|body-slam|take-down|double-edge|poison-sting|submission|low-kick|counter|seismic-toss|strength|earthquake|fissure|dig|toxic|agility|rage|mimic|double-team|defense-curl|bide|swift|skull-bash|amnesia|leech-life|fury-swipes|rest|rock-slide|super-fang|slash|substitute|thief|snore|curse|flail|protect|mud-slap|spikes|detect|sandstorm|endure|rollout|false-swipe|swagger|fury-cutter|attract|sleep-talk|return|frustration|safeguard|magnitude|dynamic-punch|rapid-spin|iron-tail|metal-claw|hidden-power|sunny-day|rock-smash|facade|focus-punch|brick-break|knock-off|secret-power|crush-claw|rock-tomb|sand-tomb|aerial-ace|mud-shot|covet|gyro-ball|natural-gift|fling|poison-jab|night-slash|x-scissor|earth-power|shadow-claw|rock-climb|stone-edge|captivate|stealth-rock|hone-claws|smack-down|round|chip-away|bulldoze|work-up|rototiller|confide|high-horsepower|throat-chop|stomping-tantrum|steel-roller|scorching-sands|tera-blast;ground
28;sandslash;10;295;158;sand-veil|sand-rush;scratch|swords-dance|cut|sand-attack|headbutt|body-slam|take-down|double-edge|poison-sting|pin-missile|hyper-beam|submission|low-kick|counter|seismic-toss|strength|earthquake|fissure|dig|toxic|agility|rage|mimic|double-team|defense-curl|bide|swift|skull-bash|amnesia|leech-life|fury-swipes|rest|rock-slide|super-fang|slash|substitute|thief|snore|curse|flail|protect|mud-slap|spikes|detect|sandstorm|endure|rollout|false-swipe|swagger|fury-cutter|attract|sleep-talk|return|frustration|safeguard|magnitude|dynamic-punch|rapid-spin|iron-tail|metal-claw|hidden-power|sunny-day|rock-smash|facade|focus-punch|brick-break|knock-off|secret-power|crush-claw|rock-tomb|sand-tomb|aerial-ace|mud-shot|covet|gyro-ball|natural-gift|fling|poison-jab|night-slash|x-scissor|focus-blast|earth-power|giga-impact|shadow-claw|rock-climb|gunk-shot|stone-edge|captivate|stealth-rock|hone-claws|smack-down|round|bulldoze|work-up|drill-run|confide|high-horsepower|throat-chop|stomping-tantrum|steel-roller|scorching-sands|tera-blast;ground
29;nidoran-f;4;70;55;poison-point|rivalry|hustle;scratch|cut|double-kick|headbutt|tackle|body-slam|take-down|double-edge|tail-whip|poison-sting|bite|growl|supersonic|disable|ice-beam|blizzard|counter|strength|thunderbolt|thunder|dig|toxic|rage|mimic|double-team|defense-curl|reflect|focus-energy|bide|skull-bash|fury-swipes|rest|super-fang|substitute|thief|snore|curse|protect|sludge-bomb|mud-slap|detect|endure|charm|swagger|attract|sleep-talk|return|frustration|pursuit|iron-tail|hidden-power|rain-dance|sunny-day|crunch|rock-smash|beat-up|flatter|facade|helping-hand|secret-power|poison-fang|aerial-ace|poison-tail|shock-wave|water-pulse|natural-gift|toxic-spikes|poison-jab|earth-power|shadow-claw|captivate|hone-claws|venoshock|round|echoed-voice|chip-away|confide|venom-drench;poison
30;nidorina;8;200;128;poison-point|rivalry|hustle;scratch|cut|double-kick|headbutt|horn-drill|tackle|body-slam|take-down|double-edge|tail-whip|poison-sting|bite|growl|water-gun|ice-beam|blizzard|bubble-beam|counter|strength|thunderbolt|thunder|dig|toxic|rage|mimic|double-team|defense-curl|reflect|focus-energy|bide|skull-bash|fury-swipes|rest|super-fang|substitute|thief|snore|curse|protect|sludge-bomb|mud-slap|detect|endure|charm|swagger|attract|sleep-talk|return|frustration|iron-tail|hidden-power|rain-dance|sunny-day|crunch|rock-smash|beat-up|flatter|facade|helping-hand|secret-power|poison-fang|aerial-ace|shock-wave|water-pulse|natural-gift|toxic-spikes|poison-jab|earth-power|shadow-claw|captivate|hone-claws|venoshock|round|echoed-voice|confide|venom-drench|stomping-tantrum;poison
31;nidoqueen;13;600;253;poison-point|rivalry|sheer-force;mega-punch|pay-day|fire-punch|ice-punch|thunder-punch|scratch|cut|double-kick|mega-kick|headbutt|horn-drill|tackle|body-slam|take-down|double-edge|tail-whip|poison-sting|bite|growl|roar|supersonic|flamethrower|water-gun|surf|ice-beam|blizzard|bubble-beam|hyper-beam|submission|counter|seismic-toss|strength|thunderbolt|thunder|earthquake|fissure|dig|toxic|rage|mimic|double-team|defense-curl|reflect|focus-energy|bide|fire-blast|skull-bash|fury-swipes|rest|rock-slide|super-fang|substitute|thief|snore|curse|protect|sludge-bomb|mud-slap|icy-wind|detect|outrage|sandstorm|endure|charm|swagger|fury-cutter|attract|sleep-talk|return|frustration|dynamic-punch|iron-tail|hidden-power|rain-dance|sunny-day|crunch|shadow-ball|rock-smash|whirlpool|beat-up|uproar|torment|flatter|facade|focus-punch|taunt|helping-hand|superpower|brick-break|secret-power|rock-tomb|sand-tomb|aerial-ace|mud-shot|rock-blast|shock-wave|water-pulse|natural-gift|fling|toxic-spikes|poison-jab|aqua-tail|dragon-pulse|focus-blast|earth-power|giga-impact|avalanche|shadow-claw|rock-climb|stone-edge|captivate|stealth-rock|hone-claws|venoshock|smack-down|sludge-wave|round|echoed-voice|chip-away|hex|incinerate|quash|bulldoze|dragon-tail|drill-run|confide|venom-drench|power-up-punch|high-horsepower|throat-chop|stomping-tantrum|body-press|scorching-sands;poison|ground
32;nidoran-m;5;90;55;poison-point|rivalry|hustle;cut|double-kick|headbutt|horn-attack|fury-attack|horn-drill|tackle|body-slam|take-down|thrash|double-edge|poison-sting|leer|supersonic|disable|ice-beam|blizzard|peck|counter|strength|thunderbolt|thunder|dig|toxic|confusion|rage|mimic|double-team|defense-curl|reflect|focus-energy|bide|skull-bash|amnesia|rest|super-fang|substitute|thief|snore|curse|protect|sludge-bomb|mud-slap|detect|endure|swagger|attract|sleep-talk|return|frustration|iron-tail|hidden-power|rain-dance|sunny-day|rock-smash|beat-up|flatter|facade|helping-hand|secret-power|poison-tail|shock-wave|water-pulse|natural-gift|sucker-punch|toxic-spikes|poison-jab|earth-power|shadow-claw|captivate|head-smash|hone-claws|venoshock|round|echoed-voice|chip-away|drill-run|confide|venom-drench|smart-strike;poison
33;nidorino;9;195;128;poison-point|rivalry|hustle;cut|double-kick|headbutt|horn-attack|fury-attack|horn-drill|tackle|body-slam|take-down|double-edge|poison-sting|leer|water-gun|ice-beam|blizzard|bubble-beam|peck|counter|strength|thunderbolt|thunder|dig|toxic|rage|mimic|double-team|defense-curl|reflect|focus-energy|bide|skull-bash|amnesia|rest|super-fang|substitute|thief|snore|curse|protect|sludge-bomb|mud-slap|detect|endure|swagger|attract|sleep-talk|return|frustration|iron-tail|hidden-power|rain-dance|sunny-day|rock-smash|beat-up|flatter|facade|helping-hand|secret-power|shock-wave|water-pulse|natural-gift|sucker-punch|toxic-spikes|poison-jab|earth-power|shadow-claw|captivate|hone-claws|venoshock|round|echoed-voice|drill-run|confide|venom-drench|smart-strike|stomping-tantrum;poison
